location_PK,DIVISION,LONG_WGS84,LAT_WGS84
9163,D43,-79.2497653804317,43.7652469778847
9164,D53,-79.4029720399738,43.7037399046389
9165,D33,-79.3287040653762,43.7785592228229
9166,D32,-79.4067845383263,43.7292671743771
9167,D43,-79.1907344976049,43.7527807979626
9168,D43,-79.1595181249789,43.7825368795454
9169,D41,-79.3114531712599,43.7684548207015
9170,D53,-79.4065407336048,43.7050328957971
9171,D12,-79.5048246443593,43.7066421490244
9172,D32,-79.4308757430979,43.7439215712595
9173,D23,-79.6189027923505,43.7189088946423
9174,D32,-79.4475521116044,43.7513864744175
9175,D42,-79.3305710145002,43.8102299381543
9176,D53,-79.4173538159765,43.7099645755838
9177,D14,-79.4087627304111,43.6440827860057
9178,D13,-79.4455831209155,43.6720093233231
9179,D55,-79.3212215225446,43.6724521908912
9180,D12,-79.5165855480493,43.7028337583073
9181,D22,-79.490261622689,43.6159361333697
9182,D55,-79.2875616596073,43.6867233317702
9183,D12,-79.4711077172138,43.6717745442173
9184,D22,-79.5268914881933,43.661576254974
9185,D22,-79.5171184133858,43.6293237650155
9186,D43,-79.2455200484534,43.7394476794756
9187,D51,-79.3450228704908,43.6485258892884
9188,D55,-79.2711567878377,43.7094868076972
9189,D13,-79.4573688845885,43.6941183699081
9190,D14,-79.4323510225483,43.6414734885181
9191,D43,-79.2185294793174,43.7743978103303
9192,D33,-79.3313697634519,43.7791032219946
9193,D42,-79.2937641098295,43.7993415204596
9194,D54,-79.3402505217772,43.6876235016991
9195,D31,-79.5196076425061,43.7180266469408
9196,D55,-79.3113100309812,43.6697044013258
9197,D13,-79.4295395220676,43.6827447065998
9198,D41,-79.2458045228818,43.7199228958785
9199,D12,-79.4901117421476,43.7123678478732
9200,D22,-79.5348413907462,43.6598524278915
9201,D23,-79.5210974773631,43.6893050868595
9202,D22,-79.5631405002279,43.6643066544381
9203,D11,-79.453151215615,43.6454935995368
9204,D33,-79.3396584187381,43.7230010379547
9205,D22,-79.571508081721,43.6435674155382
9206,D33,-79.3278726611609,43.7534193181389
9207,D43,-79.2338181600951,43.7374665834124
9208,D43,-79.2475572621542,43.7503952761078
9209,D41,-79.3095979717508,43.7628508211627
9210,D22,-79.5853790020383,43.6457395655647
9211,D41,-79.2826720604727,43.684386737925
9212,D41,-79.2980564882522,43.753657734616
9213,D41,-79.2548049277364,43.7331709836917
9214,D54,-79.3145027478685,43.7196972580236
9215,D32,-79.4279233069639,43.7299581632039
9216,D32,-79.4314303419509,43.7675700953333
9217,D33,-79.3835837115631,43.7524353890468
9218,D32,-79.4067942272032,43.7947118058647
9219,D12,-79.5022446461011,43.7049003513285
9220,D42,-79.2732017297869,43.8041557453926
9221,D42,-79.3116472923569,43.7959786972378
9222,D41,-79.2622083272766,43.7413212756432
9223,D12,-79.5066213711417,43.6927902741822
9224,D32,-79.3943083972659,43.7714740908016
9225,D13,-79.4123006418307,43.684435826974
9226,D23,-79.5524336338497,43.7180777475096
9227,D23,-79.5612579437126,43.6979305744191
9228,D55,-79.3026842429932,43.6741501229032
9229,D53,-79.3863211714978,43.6993925455333
9230,D31,-79.5001213551474,43.7298542675117
9231,D33,-79.3471969792966,43.7996887945887
9232,D14,-79.4026717334844,43.6531315938346
9233,D53,-79.3756466797203,43.7171961280606
9234,D42,-79.1752574957317,43.8067021875718
9235,D42,-79.3373498141535,43.8063947321695
9236,D42,-79.2360440732869,43.7918742875241
9237,D13,-79.4325243222642,43.6803482097749
9238,D22,-79.5517725848973,43.6418874133201
9239,D41,-79.2526723017968,43.7066364169381
9240,D42,-79.1759978890787,43.8021049908983
9241,D23,-79.5606127850807,43.6839214668435
9242,D31,-79.5359312617295,43.7288894011108
9243,D42,-79.2764915272734,43.7999917279312
9244,D23,-79.5420029740303,43.6920861852624
9245,D53,-79.3585044097727,43.7114446722035
9246,D23,-79.5778403716968,43.740843372084
9247,D42,-79.3092227814199,43.7859004498237
9248,D32,-79.4137359100668,43.7574379884053
9249,D12,-79.4715413555148,43.7048887572669
9250,D53,-79.4123242246073,43.7060625857946
9251,D12,-79.4732059546982,43.7045146574136
9252,D23,-79.519360962719,43.6964680739872
9253,D22,-79.5423109918431,43.6578481962617
9254,D12,-79.4719258015806,43.6829180079184
9255,D42,-79.283394018688,43.8050836499926
9256,D22,-79.501022412233,43.6285826245294
9257,D54,-79.3512677021513,43.6831279755316
9258,D55,-79.3242783048877,43.6605799550421
9259,D22,-79.4978818115576,43.6287846394178
9260,D22,-79.5155484132405,43.6296545724136
9261,D12,-79.5080364537361,43.6987517627308
9262,D32,-79.4043130646975,43.7750110908968
9263,D22,-79.5093130125564,43.6301676984383
9264,D13,-79.4599985910603,43.6909655777588
9265,D43,-79.2206087000026,43.7871248962951
9266,D11,-79.4786277167902,43.6456707403796
9267,D22,-79.4838677112226,43.6325163071473
9268,D22,-79.554387495271,43.6626115754106
9269,D43,-79.2184215902551,43.7720286123289
9270,D11,-79.4838459233253,43.6592081686052
9271,D12,-79.4778962145562,43.6709695449977
9272,D13,-79.4543910980827,43.6875404839129
9273,D14,-79.4186994270988,43.6457693893619
9274,D11,-79.4840876193133,43.6632046608227
9275,D14,-79.4135007289308,43.6507844943886
9276,D32,-79.4055954313747,43.7243799736957
9277,D12,-79.49867340441,43.6685956431353
9278,D32,-79.3836639616341,43.7269170944109
9279,D43,-79.2334178458115,43.7274262902394
9280,D13,-79.442665621888,43.6698057220429
9281,D22,-79.5180772898321,43.6624257824851
9282,D54,-79.3445323236125,43.6958566033987
9283,D23,-79.5938073650164,43.7468645676591
9284,D22,-79.5388727931349,43.6103577021899
9285,D22,-79.5667533839836,43.6370430134673
9286,D12,-79.4666669078975,43.6794950175755
9287,D53,-79.3829246613271,43.6793271301046
9288,D31,-79.4930431891638,43.7720177577789
9289,D22,-79.5363253856842,43.6709399640217
9290,D32,-79.4292804482925,43.7960335292371
9291,D41,-79.2877608049587,43.7546571439123
9292,D42,-79.2153447676587,43.8011741933099
9293,D41,-79.3132891716268,43.7592588223145
9294,D53,-79.3780114824885,43.7035712515188
9295,D13,-79.4318783978435,43.6996409683775
9296,D22,-79.5015179150426,43.6265993149531
9297,D22,-79.5496948236915,43.6043350925541
9298,D22,-79.5565258860348,43.6556695294312
9299,D22,-79.5020283987349,43.6494579933292
9300,D53,-79.3854218583894,43.678795927761
9301,D12,-79.4708869051919,43.6804692157349
9302,D22,-79.5744549835579,43.647323419879
9303,D12,-79.4774625388483,43.7115258501106
9304,D42,-79.2937000099321,43.8225379342373
9305,D42,-79.2654379375883,43.798789016772
9306,D53,-79.3969805411353,43.7220538815407
9307,D31,-79.5605776352151,43.7674168125733
9308,D42,-79.2580711241576,43.7853694636236
9309,D55,-79.3366020862392,43.6589267211274
9310,D22,-79.5458514882457,43.6735241599544
9311,D42,-79.30735307063,43.7714468198487
9312,D41,-79.307336380087,43.7499486290273
9313,D42,-79.213540776678,43.8062993968603
9314,D12,-79.4625376063495,43.6809515089855
9315,D55,-79.3477177952672,43.6764048562565
9316,D22,-79.5183928087666,43.6324908746551
9317,D33,-79.3841441009216,43.7480551881866
9318,D22,-79.5464408874691,43.6428811196617
9319,D13,-79.4322519930742,43.7041733648238
9320,D53,-79.4234041041187,43.7180513670431
9321,D32,-79.4350927765088,43.7207802594523
9322,D23,-79.5279249793987,43.6877908872665
9323,D14,-79.4047697393976,43.6689806124521
9324,D42,-79.2321389070365,43.8385203180523
9325,D32,-79.4360566909965,43.7779329606067
9326,D42,-79.2321230053057,43.8398864220117
9327,D55,-79.3377884051722,43.6743430669884
9328,D43,-79.1816166932572,43.7882438911314
9329,D22,-79.5271128909122,43.6560687348864
9330,D33,-79.3636088282223,43.7794475052189
9331,D41,-79.2421768304917,43.7225963923138
9332,D33,-79.3487607064897,43.7295949179196
9333,D22,-79.5285416039491,43.6252033172833
9334,D31,-79.498608852573,43.7291428618482
9335,D22,-79.5180133385714,43.6151001134482
9336,D43,-79.1804797027624,43.7547812143944
9337,D43,-79.1814292007514,43.7521402138734
9338,D22,-79.5018209067946,43.6328610398751
9339,D42,-79.3100182986859,43.8206340112201
9340,D32,-79.4009629131095,43.760234688106
9341,D53,-79.4111174243955,43.7103408810936
9342,D33,-79.3394599572075,43.7575183145689
9343,D12,-79.4708731536206,43.7060018560971
9344,D22,-79.5398699896105,43.6127162034862
9345,D23,-79.577935383722,43.7179388564277
9346,D14,-79.4178044273972,43.64528768859
9347,D54,-79.3519265045653,43.6848932807374
9348,D22,-79.5232416029554,43.6376576742667
9349,D12,-79.4751874165247,43.6708475476364
9350,D13,-79.4468742108587,43.6818953005049
9351,D23,-79.5989154615317,43.7454816644358
9352,D32,-79.4058922298527,43.8001865126248
9353,D53,-79.4087488433955,43.6788404270932
9354,D22,-79.5153456339508,43.6177486275434
9355,D23,-79.6258179820178,43.7290531394103
9356,D32,-79.4421780127511,43.7471190657193
9357,D32,-79.4721449274999,43.7712364533475
9358,D12,-79.5010529627253,43.695304267298
9359,D42,-79.2712409324031,43.8040360442202
9360,D33,-79.3912267835351,43.7808582976685
9361,D53,-79.3847786510865,43.6721673115889
9362,D31,-79.4915070456238,43.725689046893
9363,D53,-79.4094638248602,43.717776974144
9364,D43,-79.1650213145517,43.7960048816192
9365,D42,-79.2341834818412,43.7901459894506
9366,D42,-79.2250891955634,43.8213491821802
9367,D32,-79.4331416618485,43.7820879247845
9368,D11,-79.4427509208466,43.6636302172142
9369,D43,-79.2341858172417,43.7557065894113
9370,D12,-79.4954939554161,43.6990973622013
9371,D42,-79.2493737764139,43.8272890068841
9372,D43,-79.2618904290896,43.7719400596472
9373,D31,-79.5237469850385,43.736904543049
9374,D33,-79.3355571818553,43.8002100978099
9375,D42,-79.3012132977006,43.793969293113
9376,D23,-79.5274446621859,43.6972747758914
9377,D54,-79.3243852376224,43.7042030918158
9378,D53,-79.4089012359753,43.6962449081208
9379,D13,-79.44205407597,43.7046569587046
9380,D23,-79.5651462833624,43.6847527485979
9381,D53,-79.4180229138302,43.7202798690134
9382,D23,-79.5703000775658,43.7331751719209
9383,D14,-79.1869025080633,43.7707191957598
9384,D13,-79.4528839045776,43.6839449939985
9385,D51,-79.3578861640373,43.6605569997798
9386,D41,-79.2543082954022,43.7024419239289
9387,D12,-79.5028942461269,43.7038745529043
9388,D31,-79.4844567449811,43.7281239476204
9389,D22,-79.5393464923469,43.6509967700914
9390,D23,-79.5635192931707,43.6798701441239
9391,D42,-79.1461081935335,43.7989657513127
9392,D42,-79.1806832866408,43.8037823921172
9393,D14,-79.4190722269746,43.6485747928956
9394,D32,-79.4656879571565,43.7632813717337
9395,D23,-79.5714214825122,43.6820226060394
9396,D12,-79.5061771498343,43.7001672593492
9397,D32,-79.4426169851953,43.7355751518862
9398,D23,-79.5706918883727,43.6811126100213
9399,D31,-79.4896231247073,43.7580417673496
9400,D41,-79.2687413760304,43.6937926321134
9401,D55,-79.2919250505392,43.6741689376409
9402,D32,-79.4133049676037,43.7709880904654
9403,D14,-79.4147775333605,43.6675945124924
9404,D41,-79.2941152702463,43.7173440751713
9405,D22,-79.5021066006335,43.6408242632548
9406,D41,-79.2913508880576,43.7634224331883
9407,D42,-79.3296756913117,43.8018235083369
9408,D14,-79.4201704266085,43.6478335920739
9409,D11,-79.4509226199054,43.6680536269106
9410,D51,-79.378683351624,43.6671242062279
9411,D32,-79.4561001237832,43.7548636117037
9412,D33,-79.3250975688161,43.7643485216095
9413,D32,-79.4299686964639,43.7277843618241
9414,D32,-79.4285399261274,43.789851712475
9415,D42,-79.328861192078,43.8019824093317
9416,D53,-79.4237675040731,43.7136063677474
9417,D41,-79.2954069888918,43.7564898344334
9418,D14,-79.3986504340959,43.6474890865927
9419,D41,-79.2906589727164,43.7144019832007
9420,D22,-79.5066303701999,43.5979266393998
9421,D22,-79.504876296748,43.6546185004879
9422,D54,-79.3047985507356,43.6921453172684
9423,D41,-79.2583474431028,43.750341974981
9424,D42,-79.2838479115942,43.7918369842737
9425,D14,-79.4248556277354,43.6664013137904
9426,D31,-79.5244623413084,43.7210219449659
9427,D41,-79.275297285209,43.7100986026152
9428,D13,-79.4596653431592,43.7095752547067
9429,D41,-79.2887737779152,43.7206824732343
9430,D51,-79.3665761587906,43.6647950038987
9431,D23,-79.5769878725971,43.7422283726111
9432,D11,-79.4872269125675,43.6512980437397
9433,D42,-79.2811651057713,43.7865655583574
9434,D41,-79.3095877974216,43.8159205845768
9435,D53,-79.3611647051308,43.7124184656094
9436,D14,-79.4097783368732,43.6685274132942
9437,D13,-79.449748162798,43.7051046569781
9438,D32,-79.4225870514402,43.7671134830263
9439,D12,-79.510620142274,43.7071770479262
9440,D11,-79.460291915413,43.6585103233463
9441,D32,-79.4184384526616,43.7775816998855
9442,D14,-79.4221411259516,43.6563876024452
9443,D42,-79.2706786064339,43.7825897500712
9444,D33,-79.3652796300808,43.7602951988261
9445,D52,-79.3956941420939,43.6646771051234
9446,D41,-79.2733483060121,43.7337743710204
9447,D32,-79.4288056510632,43.7429007740274
9448,D14,-79.4059765313398,43.6489101900062
9449,D42,-79.2831775136227,43.7930269907051
9450,D42,-79.2859854130084,43.7956793040535
9451,D12,-79.4976905476406,43.704136453196
9452,D41,-79.2983179859446,43.7396248438238
9453,D42,-79.2828366088085,43.7893907720084
9454,D54,-79.3566561104952,43.690255594028
9455,D54,-79.3531999157346,43.6926575015841
9456,D43,-79.1647644155773,43.7987703811074
9457,D42,-79.3272951051162,43.8150654442861
9458,D22,-79.5629369049465,43.6686799843414
9459,D31,-79.5406399181691,43.7715264870661
9460,D31,-79.4911046451337,43.7246344464395
9461,D11,-79.4389226204192,43.6585197105978
9462,D53,-79.3775764770465,43.7138793306272
9463,D43,-79.2571971604878,43.7676724698851
9464,D22,-79.52152431015,43.5916811955886
9465,D43,-79.1998709944513,43.7490065926384
9466,D23,-79.6101460163316,43.7014443454634
9467,D14,-79.4042040328715,43.6528250937964
9468,D13,-79.451092119592,43.6710908254974
9469,D43,-79.4141426287491,43.651302995121
9470,D13,-79.4467436923068,43.693021770545
9471,D32,-79.4039795445206,43.7318985761893
9472,D32,-79.4030997123268,43.7498139889277
9473,D43,-79.2361337392055,43.7599862951346
9474,D42,-79.2119555829346,43.8102774098508
9475,D23,-79.5641791486731,43.7122833899985
9476,D31,-79.5300797064258,43.7697147719045
9477,D41,-79.316163971086,43.7599585224065
9478,D41,-79.2566384230466,43.7310570856744
9479,D13,-79.4305715175224,43.6855140980901
9480,D42,-79.2238190844714,43.7905056933306
9481,D33,-79.3460009466599,43.7913748449665
9482,D31,-79.5720329164431,43.7559685062315
9483,D11,-79.4924593100791,43.6587504497211
9484,D42,-79.2370506722803,43.7994888964917
9485,D22,-79.4965355338765,43.6117881961866
9486,D41,-79.2938780915139,43.7394145472683
9487,D41,-79.2486075332348,43.7311211850265
9488,D55,-79.3015181500998,43.6836775302964
9489,D53,-79.3915756575944,43.6819683355051
9490,D54,-79.3509798010522,43.6823134728995
9491,D32,-79.4437769907349,43.7387778557699
9492,D22,-79.5050843966092,43.6507315873815
9493,D41,-79.2457911191926,43.716752300106
9494,D11,-79.4502329165878,43.6432570963275
9495,D13,-79.4595729980928,43.6867460885854
9496,D43,-79.2263766495279,43.7249296942993
9497,D13,-79.4158392378859,43.6800436231643
9498,D31,-79.4985269994495,43.7689652675219
9499,D55,-79.3157434345448,43.6771498093847
9500,D11,-79.4401769199398,43.6514309016255
9501,D43,-79.18206328244,43.7914449932645
9502,D13,-79.4430639002398,43.689898779472
9503,D41,-79.280217458386,43.674268348018
9504,D23,-79.6075482714172,43.7442762521263
9505,D32,-79.4684586454354,43.7312144502176
9506,D11,-79.4487842170707,43.6570748120198
9507,D42,-79.3255751937715,43.8023825119273
9508,D31,-79.5233086946003,43.7403767607231
9509,D41,-79.284917802792,43.7401104552268
9510,D54,-79.3303647318402,43.6897485125784
9511,D31,-79.5307642995053,43.7479174779544
9512,D22,-79.5031514189764,43.6242075990145
9513,D11,-79.482568824132,43.6594928689768
9514,D33,-79.3371993584361,43.7926673585169
9515,D33,-79.3396298184523,43.7235506363675
9516,D42,-79.2128820678604,43.7991764932952
9517,D42,-79.2189363105502,43.8249860898102
9518,D14,-79.403881732038,43.6375452773027
9519,D31,-79.4941772292734,43.750446274595
9520,D55,-79.2934445560665,43.6854306301646
9521,D12,-79.4944051089857,43.6669130502144
9522,D31,-79.5180620477721,43.7265938584214
9523,D14,-79.4074807379547,43.6681954125707
9524,D31,-79.501608726604,43.7538376807344
9525,D31,-79.5478193847828,43.7360843643646
9526,D31,-79.4957261268742,43.7539297749058
9527,D43,-79.1982353908814,43.7450954966774
9528,D55,-79.3276143096371,43.6675869669757
9529,D22,-79.4988731049138,43.6349706583261
9530,D43,-79.2068456938091,43.7474728905952
9531,D23,-79.5404939833746,43.6831890776507
9532,D22,-79.4894938080434,43.6396860093541
9533,D23,-79.5827090709889,43.7445053754336
9534,D43,-79.2380483321911,43.720157996771
9535,D53,-79.3801686555897,43.6745581136618
9536,D53,-79.3640703010323,43.7118015624421
9537,D43,-79.2371609941442,43.785284588855
9538,D11,-79.4576487141159,43.6526971091377
9539,D54,-79.2931408641497,43.7022138059226
9540,D13,-79.439302769811,43.7118445583385
9541,D13,-79.4372961924516,43.6984655665344
9542,D55,-79.3131601293367,43.6702052992441
9543,D32,-79.4236064758012,43.7438263815409
9544,D42,-79.2200879828412,43.8132491396688
9545,D22,-79.5121186950548,43.6490855566688
9546,D33,-79.3663930257903,43.7550214976403
9547,D51,-79.364001858408,43.6585119976157
9548,D32,-79.397263690574,43.7718016903786
9549,D13,-79.4177474239428,43.6947008935915
9550,D12,-79.4883057897071,43.684401597313
9551,D12,-79.4882397426145,43.7078106501642
9552,D22,-79.5224998209222,43.5908084893526
9553,D12,-79.4733907842482,43.6929748795036
9554,D42,-79.3244712998528,43.8196459614349
9555,D11,-79.4466667177765,43.6401923915819
9556,D22,-79.5263791203354,43.6157119040097
9557,D11,-79.4761665154243,43.6391120244228
9558,D22,-79.549810691603,43.6303726148558
9559,D13,-79.4524693064091,43.6829289968809
9560,D14,-79.4377732231465,43.6655522172471
9561,D12,-79.5124348418769,43.7118610456507
9562,D53,-79.4170116189301,43.702814982979
9563,D32,-79.450245803006,43.7497005684174
9564,D22,-79.5000668999888,43.6435706802969
9565,D42,-79.2327356042651,43.8399347224754
9566,D42,-79.2696337326848,43.798147214676
9567,D54,-79.2977455606318,43.7054740963321
9568,D31,-79.5141203012001,43.7431053640178
9569,D22,-79.5423288230596,43.5947462721205
9570,D32,-79.4211625332949,43.784894199777
9571,D33,-79.358177933192,43.809424055647
9572,D22,-79.5107628766612,43.5995493205622
9573,D22,-79.5600102768813,43.6463404113035
9574,D55,-79.3481777775755,43.6655168157166
9575,D32,-79.4506664405534,43.7598625287798
9576,D53,-79.3848592572042,43.6777710242593
9577,D23,-79.5973664755344,43.7538499631544
9578,D23,-79.5454851843261,43.6835497784823
9579,D42,-79.2473530569037,43.7889510779043
9580,D53,-79.4170835188153,43.7027997828822
9581,D11,-79.4686093264446,43.6666088602346
9582,D22,-79.5139188772619,43.6016010100841
9583,D22,-79.5434249873749,43.6733221614158
9584,D33,-79.3688478907465,43.7417478932403
9585,D14,-79.4060136354135,43.6622607050864
9586,D14,-79.4026111324616,43.6374472769805
9587,D12,-79.5142308494729,43.7016956602399
9588,D54,-79.3056527560557,43.7129316769906
9589,D53,-79.3852002714796,43.7021127415584
9590,D53,-79.4159782204959,43.7030341844223
9591,D22,-79.5197967050613,43.635882181084
9592,D13,-79.4295578940753,43.710089563845
9593,D23,-79.6020707675446,43.7498759508887
9594,D54,-79.3012807602522,43.7146266757748
9595,D53,-79.3802042740775,43.710443432376
9596,D53,-79.4102021254439,43.7224812724683
9597,D22,-79.5042328364266,43.6146330663457
9598,D13,-79.4505840169951,43.6763545182904
9599,D22,-79.5169417889673,43.5981947014341
9600,D13,-79.4588825757944,43.6977090644346
9601,D33,-79.3225960697553,43.7640597218203
9602,D42,-79.2705733318526,43.7983624163883
9603,D32,-79.4483793153155,43.7534360843043
9604,D43,-79.1545391296676,43.7799715788292
9605,D55,-79.3545137819069,43.6736824351125
9606,D54,-79.3464550082554,43.6831875821986
9607,D53,-79.3667473941105,43.7184651446514
9608,D14,-79.4106194372804,43.670658815683
9609,D53,-79.3617806066683,43.7061262766964
9610,D32,-79.4457289346511,43.7600836093802
9611,D43,-79.153919338632,43.7867863732923
9612,D11,-79.4409901196688,43.6502575003321
9613,D22,-79.5213681001464,43.5962780931371
9614,D41,-79.4061764626905,43.7764026926466
9615,D31,-79.4869428478741,43.732670950103
9616,D42,-79.3181229710136,43.7718335221383
9617,D12,-79.4852398405236,43.7145109471589
9618,D41,-79.2802452059428,43.7388950607098
9619,D41,-79.272395186022,43.7082900084487
9620,D33,-79.3327340647064,43.7736690192809
9621,D22,-79.5643398066704,43.6670678647583
9622,D42,-79.3006878033816,43.7979674106133
9623,D14,-79.4083282326706,43.6563465982278
9624,D33,-79.3535149919261,43.8013727098967
9625,D43,-79.1812315090186,43.7826058887096
9626,D32,-79.4181335899712,43.742354684767
9627,D55,-79.3106496448408,43.6861633245296
9628,D42,-79.3334706205397,43.8157248465511
9629,D23,-79.5726427764826,43.7346003742723
9630,D22,-79.4921997165878,43.6225330430976
9631,D23,-79.5142717779427,43.6889827865842
9632,D22,-79.4961712150791,43.625304633143
9633,D53,-79.3778503574773,43.6750267142058
9634,D41,-79.3068282709887,43.7654658202074
9635,D22,-79.5338498834038,43.6798896819921
9636,D22,-79.5193074986722,43.6436595096967
9637,D22,-79.5265397995757,43.6405586724555
9638,D22,-79.516979013974,43.6289438637475
9639,D32,-79.3964396902962,43.7454677846762
9640,D22,-79.509093016738,43.6270314855873
9641,D11,-79.4875712155111,43.6632688567019
9642,D22,-79.5292269905335,43.657860736042
9643,D33,-79.3646939920761,43.7384501985378
9644,D13,-79.4367668049594,43.6904186801847
9645,D32,-79.3937946870827,43.744987084512
9646,D42,-79.3076654998443,43.8202056124961
9647,D13,-79.4444918570049,43.7107366568801
9648,D53,-79.4059646293092,43.7173093772506
9649,D33,-79.3688242271539,43.7581663967201
9650,D33,-79.3560565036897,43.7383862019409
9651,D41,-79.2668176387215,43.7636788603603
9652,D41,-79.2632698424704,43.7541776691422
9653,D14,-79.4342996221731,43.6325127774626
9654,D41,-79.2598935169603,43.7288782872457
9655,D43,-79.2107753461312,43.7684704019713
9656,D33,-79.353355448272,43.7736436099027
9657,D54,-79.3570594867168,43.678205248321
9658,D41,-79.2775206604766,43.6751463492329
9659,D54,-79.3457670100277,43.6837417848542
9660,D32,-79.4233993359885,43.7831726989912
9661,D53,-79.3402107243618,43.7092794759637
9662,D14,-79.3928455357167,43.6405596796634
9663,D41,-79.3149759713831,43.7602381223105
9664,D32,-79.4434130106143,43.7813639865952
9665,D22,-79.5410586914935,43.6588176060199
9666,D51,-79.3746826474322,43.6419518810555
9667,D33,-79.3771165181412,43.7553977932503
9668,D23,-79.5522168449437,43.6987257671244
9669,D53,-79.3728139852455,43.6867185639744
9670,D31,-79.5391894896483,43.7379194645491
9671,D12,-79.486222576976,43.6933302789466
9672,D22,-79.5021715623785,43.596282362948
9673,D12,-79.5095273452554,43.7046957526297
9674,D13,-79.4402405769986,43.7059500589571
9675,D53,-79.3921848502951,43.713783700583
9676,D33,-79.3280800650367,43.7815016259248
9677,D55,-79.3134887422358,43.6840264248931
9678,D13,-79.4250296282098,43.6799863157743
9679,D51,-79.3689613512463,43.6439429830466
9680,D55,-79.2958512522268,43.6810303325346
9681,D55,-79.3490914936338,43.6765237544758
9682,D12,-79.4918600474231,43.7054544539323
9683,D41,-79.2830058667839,43.6941873239398
9684,D42,-79.2286320744522,43.8094145264167
9685,D32,-79.3970419122031,43.764578188106
9686,D12,-79.4905493428458,43.7183260464396
9687,D41,-79.3096209711272,43.765561220403
9688,D31,-79.4852793480546,43.7330526497497
9689,D42,-79.1548718502948,43.797453868225
9690,D42,-79.3084495869051,43.7895341693283
9691,D41,-79.2790934034821,43.7361856636678
9692,D14,-79.430405824065,43.6609403101794
9693,D11,-79.4881277169538,43.6582690600703
9694,D33,-79.3452995474113,43.7905906424306
9695,D14,-79.3940362355658,43.6427000818038
9696,D31,-79.4994438043109,43.7735329742289
9697,D32,-79.4457254196885,43.7924451928447
9698,D32,-79.4346406772588,43.7235031595349
9699,D32,-79.4386398631531,43.7218291574639
9700,D11,-79.4896621135714,43.6619908549134
9701,D32,-79.4457453002214,43.7444434621958
9702,D42,-79.3317795168439,43.8122929419752
9703,D13,-79.4309646928684,43.7070746637478
9704,D41,-79.2796679695073,43.6949345242529
9705,D23,-79.525021356216,43.6997190718246
9706,D14,-79.4018723327078,43.6419222816502
9707,D33,-79.3261342529963,43.7442154189051
9708,D41,-79.4854718438956,43.7258917468121
9709,D13,-79.4363777850473,43.7050973610779
9710,D54,-79.2625400113742,43.7258370895062
9711,D33,-79.3789922803245,43.802217994972
9712,D11,-79.437617220793,43.6551093056768
9713,D22,-79.5707603886918,43.6335688171696
9714,D14,-79.4071833394912,43.6719368162129
9715,D12,-79.5016324015741,43.6693695374489
9716,D13,-79.4547399191411,43.7140824555987
9717,D54,-79.3213526395408,43.6947756106709
9718,D12,-79.5008421728025,43.6914851749272
9719,D11,-79.4795099172179,43.6478361457825
9720,D41,-79.296735091827,43.7424554436385
9721,D13,-79.4332290178397,43.6832827005138
9722,D53,-79.4002089372241,43.7154887852983
9723,D22,-79.5231968002808,43.6412876872168
9724,D41,-79.2593091317584,43.7425547770488
9725,D23,-79.5654397748718,43.6890962721841
9726,D31,-79.4938530122679,43.7609803656031
9727,D43,-79.2277212881703,43.7472543838967
9728,D55,-79.3330512055241,43.6698081629402
9729,D13,-79.4225986168404,43.6937178884065
9730,D32,-79.4104704545853,43.7828664981559
9731,D22,-79.5821735284339,43.6629596817041
9732,D41,-79.2689276720007,43.6879344398001
9733,D43,-79.2428579969939,43.7592653831995
9734,D54,-79.300971560331,43.7139299773761
9735,D14,-79.4237893295575,43.6702774174857
9736,D42,-79.3066728813765,43.7840779413438
9737,D33,-79.3214773643553,43.7487885210066
9738,D53,-79.399134744274,43.6726966144982
9739,D14,-79.4054413372137,43.664089107223
9740,D12,-79.4966313525629,43.6998829600189
9741,D54,-79.3255152367658,43.6985913028676
9742,D14,-79.4115894294689,43.6495616924713
9743,D42,-79.3143861711022,43.7762810239267
9744,D41,-79.3105061748481,43.7535633247911
9745,D43,-79.2157797834941,43.789524795376
9746,D51,-79.3811978464282,43.6570208961247
9747,D13,-79.4349372835006,43.7089478597936
9748,D31,-79.5354813791877,43.73280914226
9749,D32,-79.4196114605651,43.770178692179
9750,D43,-79.185461903786,43.7604967023976
9751,D12,-79.4631164124995,43.6767455241262
9752,D55,-79.357067879438,43.674261733115
9753,D42,-79.2767256248816,43.8268306514562
9754,D23,-79.5893419594313,43.6692465145849
9755,D41,-79.2463606383057,43.732677483989
9756,D43,-79.1800225053062,43.7596179120511
9757,D43,-79.1581972342856,43.7912679752164
9758,D43,-79.1753353081372,43.7634237129719
9759,D55,-79.3389040857851,43.6613307227909
9760,D41,-79.2526321321916,43.7344514828063
9761,D41,-79.2495470355433,43.7337920832459
9762,D12,-79.4806175042246,43.6773576229183
9763,D41,-79.2470791211212,43.7196362962607
9764,D12,-79.4807882144441,43.6696076469732
9765,D11,-79.4672378262974,43.6654289587182
9766,D51,-79.3794619472554,43.6560306951344
9767,D54,-79.2949410564993,43.6897218239441
9768,D43,-79.1542265294484,43.779228279364
9769,D13,-79.4256374050911,43.7015967709513
9770,D31,-79.5367521437953,43.7241507585106
9771,D13,-79.4465068306973,43.7156154573467
9772,D31,-79.5251441051815,43.7733747710255
9773,D12,-79.4838576677395,43.6977601708467
9774,D14,-79.3979740340072,43.6393525784563
