location_PK,DIVISION,LONG_WGS84,LAT_WGS84
1400,D42,-79.2591058288332,43.7874020651242
1401,D54,-79.2914809590589,43.6905063241132
1402,D11,-79.4692668229679,43.660260953042
1403,D31,-79.5092774840272,43.7383055294444
1404,D32,-79.4011888320133,43.796913607489
1405,D31,-79.4983929451564,43.7205345464396
1406,D11,-79.4392842219234,43.6633939155926
1407,D52,-79.3854786439879,43.6561156952194
1408,D55,-79.3353228919734,43.6621159343298
1409,D43,-79.2467470734873,43.7552589776689
1410,D41,-79.2543845308361,43.7353662821965
1411,D23,-79.5225939790542,43.6876140896991
1412,D55,-79.3229012200589,43.6720669873464
1413,D32,-79.4118266385386,43.7313284733836
1414,D32,-79.4627736022487,43.7504253912713
1415,D31,-79.4961273449681,43.7219327464395
1416,D11,-79.4364297216254,43.6596453108924
1417,D41,-79.2571072119879,43.7208775969747
1418,D41,-79.3074368789639,43.7469812309051
1419,D32,-79.4412201682725,43.7293736523118
1420,D33,-79.3641781316998,43.7694094005683
1421,D53,-79.3986511426887,43.7082256004241
1422,D23,-79.5652952792044,43.7372323707729
1423,D13,-79.4346912213772,43.6798728103415
1424,D55,-79.2851230576747,43.680717940343
1425,D41,-79.2721138023357,43.7284451790681
1426,D22,-79.5623621939852,43.6273377175471
1427,D32,-79.4215189521636,43.7784344047167
1428,D31,-79.5000685015861,43.7673163694856
1429,D42,-79.2924500111236,43.799655022874
1430,D13,-79.4122042395667,43.6768129228909
1431,D41,-79.2581364247108,43.7345545827376
1432,D23,-79.5629830386263,43.7000051764668
1433,D13,-79.4307438232061,43.6807150101745
1434,D53,-79.3928082545869,43.7078912128797
1435,D42,-79.211207172599,43.802814694673
1436,D14,-79.3984873340235,43.6447669838707
1437,D12,-79.4772911021793,43.6805548155467
1438,D22,-79.5188409841821,43.6823072010412
1439,D42,-79.3191901728402,43.7856375451548
1440,D41,-79.2836172822911,43.7182281807623
1441,D23,-79.5770716906454,43.690241416249
1442,D31,-79.4995455014355,43.7687423696755
1443,D11,-79.4606911210172,43.6706802408754
1444,D33,-79.3593528152032,43.7458740985011
1445,D41,-79.3118057743378,43.7479577267587
1446,D22,-79.5833157213306,43.6599015760778
1447,D13,-79.4318906187956,43.6835699015159
1448,D32,-79.4084494010475,43.7628820880849
1449,D51,-79.3669457550758,43.6544596935634
1450,D11,-79.4386510207337,43.6591917111793
1451,D32,-79.441296455124,43.716693857666
1452,D41,-79.3050045645817,43.7303872452563
1453,D22,-79.5202188956577,43.5974725949229
1454,D53,-79.3799573735207,43.684712150954
1455,D54,-79.2972269564645,43.693560017644
1456,D41,-79.2700327774515,43.6972156266886
1457,D54,-79.3365975234917,43.6864630023014
1458,D42,-79.2139543826053,43.8105301135478
1459,D33,-79.3880447160948,43.766584388106
1460,D32,-79.4501692380333,43.7836959219369
1461,D11,-79.4804202178524,43.650218251582
1462,D42,-79.3050929028708,43.8241397364881
1463,D14,-79.4039819320046,43.6471940876252
1464,D33,-79.3624330101944,43.7454252973248
1465,D12,-79.4715794027588,43.68212091046
1466,D43,-79.1366057452404,43.7796139724492
1467,D55,-79.3279955128728,43.6709177755087
1468,D42,-79.3127540707732,43.7731342211351
1469,D42,-79.2484774782217,43.8372369342981
1470,D41,-79.2617942345738,43.7465301740669
1471,D52,-79.3834565415998,43.6450799841836
1472,D42,-79.2758934251045,43.8212789263407
1473,D31,-79.4788520564706,43.735477558019
1474,D43,-79.2337852340873,43.7170217023737
1475,D23,-79.5756227836026,43.7019438700339
1476,D22,-79.5173343906021,43.6608584798485
1477,D31,-79.5187752986905,43.74200096512
1478,D42,-79.2119550729467,43.8033302949002
1479,D23,-79.5642061002459,43.6768355366127
1480,D55,-79.3193656331197,43.6796640102726
1481,D55,-79.3307809218089,43.6803629959958
1482,D23,-79.6022807292344,43.689474343675
1483,D32,-79.4074393028716,43.7472981870771
1484,D31,-79.4873241174892,43.76041676055
1485,D14,-79.4278483270096,43.6672168156034
1486,D53,-79.4028218433021,43.7002449134252
